project_code,sector,contractor,cost_original,cost_revised,duration_months,elapsed_months,planned_progress,actual_progress,payment_delay_days,subcontracting_depth,land_clearance_status,design_scope_change_count,billing_progress_mismatch_pct,is_cost_overrun,is_time_overrun,risk_score
RW-1834,Railways,Bharat Rail Consortium,690.3,759.3,24,19,80.0,57.4,134.4,1,Pending,0,10.8,1,1,95
NH-1835,Roads,Apex Bullet Infra Ltd.,750.6,812.0,24,7,31.1,18.0,82.7,1,Clear,0,7.9,1,1,71
BR-1836,Bridges,NCC Infrastructure,1315.4,1438.3,48,32,65.8,45.3,115.1,1,Pending,0,6.7,1,1,87
NH-1837,Roads,Eastern Rail Infra Pvt. Ltd.,425.6,442.9,24,14,56.3,48.8,126.3,0,Clear,0,-6.0,0,0,48
RW-1838,Railways,Dilip Buildcon Ltd.,537.4,550.9,30,20,65.1,54.5,29.4,1,Clear,0,10.3,0,0,48
NH-1839,Roads,NCC Infrastructure,1650.9,1888.6,30,26,87.5,65.6,127.5,1,Clear,1,9.5,1,1,95
BR-1840,Bridges,Apex Bullet Infra Ltd.,475.1,544.7,24,10,42.1,26.9,20.7,2,Clear,3,10.8,1,1,83
RW-1841,Railways,Desert Sun Powergrid JV,918.2,980.6,18,5,28.4,16.5,80.2,0,Pending,1,-4.1,0,0,63
NH-1842,Roads,Bharat Rail Consortium,839.4,948.8,36,16,45.3,30.9,10.2,2,Clear,1,23.2,1,1,81
NH-1843,Roads,Dilip Buildcon Ltd.,531.1,554.8,24,5,18.8,6.9,87.8,1,Clear,1,2.0,0,0,57
RW-1844,Railways,Afcons Infrastructure,1626.8,1984.5,30,23,77.9,64.5,49.2,1,Clear,5,11.0,1,1,88
NH-1845,Roads,Tata Projects Ltd.,626.0,703.7,30,11,38.3,15.1,131.6,2,Clear,0,18.2,1,1,95
BR-1846,Bridges,Shivalik Infraprojects Ltd.,657.4,680.4,42,39,92.0,74.7,70.6,0,Disputed,0,4.7,0,1,74
PW-1847,Power,Afcons Infrastructure,739.9,805.8,36,8,19.3,0.0,59.6,1,Disputed,1,2.7,1,1,86
NH-1848,Roads,Ganga Construction Co.,1024.4,1087.8,24,5,19.6,7.0,86.0,1,Clear,0,12.3,0,1,70
BR-1849,Bridges,Patel Engineering,616.2,651.2,30,25,84.8,64.6,13.8,2,Disputed,0,3.8,0,1,74
BR-1850,Bridges,Shivalik Infraprojects Ltd.,333.5,341.4,30,17,53.3,42.1,51.3,1,Pending,0,-1.2,0,0,50
NH-1851,Roads,Patel Engineering,653.1,757.2,30,17,51.7,29.0,124.2,0,Pending,4,2.3,1,1,95
BR-1852,Bridges,Patel Engineering,1675.2,1909.8,36,7,21.3,8.3,30.7,1,Clear,5,6.2,1,1,74
PW-1853,Power,Shivalik Infraprojects Ltd.,451.3,468.7,24,7,32.3,30.9,13.3,0,Clear,0,6.9,0,0,32
PW-1854,Power,Himalayan Infra Engineering,1227.6,1281.7,60,28,46.6,39.9,61.4,0,Clear,0,4.5,0,0,46
BR-1855,Bridges,Vindhya Powergrid Ltd.,641.0,709.9,42,14,32.6,24.2,10.5,2,Clear,3,11.6,1,0,70
BR-1856,Bridges,Tata Projects Ltd.,279.7,307.3,36,9,25.2,9.6,126.8,0,Pending,1,-0.6,1,1,73
RW-1857,Railways,Vindhya Powergrid Ltd.,1054.4,1129.3,36,20,53.5,33.9,88.5,0,Disputed,0,5.3,0,1,84
BR-1858,Bridges,Desert Sun Powergrid JV,869.2,920.6,36,9,27.5,18.2,13.6,1,Pending,0,9.8,0,0,57
NH-1859,Roads,Apex Bullet Infra Ltd.,922.7,952.9,48,27,54.9,50.3,27.9,0,Pending,0,7.5,0,0,43
RW-1860,Railways,Afcons Infrastructure,1145.7,1232.3,36,13,35.5,26.0,13.1,2,Clear,1,-0.2,0,0,46
NH-1861,Roads,Shivalik Infraprojects Ltd.,325.2,368.4,30,6,18.6,11.5,17.7,1,Clear,4,10.1,1,0,65
NH-1862,Roads,Ganga Construction Co.,1078.3,1122.8,24,14,54.6,43.5,12.7,2,Pending,0,12.5,0,0,65
NH-1863,Roads,Tata Projects Ltd.,792.5,942.3,30,7,26.8,18.3,21.4,1,Clear,5,1.7,1,0,72
BR-1864,Bridges,Dilip Buildcon Ltd.,796.6,967.8,30,11,36.2,17.5,49.0,1,Clear,5,18.4,1,1,95
NH-1865,Roads,Ganga Construction Co.,693.8,795.1,42,31,77.4,54.1,10.4,1,Disputed,3,-1.6,1,1,95
BR-1866,Bridges,Patel Engineering,301.3,315.5,36,17,48.3,36.2,23.5,0,Disputed,0,1.4,0,1,53
RW-1867,Railways,Desert Sun Powergrid JV,753.1,759.0,42,29,66.5,49.0,71.8,1,Pending,0,-1.0,0,1,57
NH-1868,Roads,Desert Sun Powergrid JV,1253.2,1300.0,42,34,80.9,63.9,22.1,1,Disputed,0,4.6,0,1,71
BR-1869,Bridges,Shivalik Infraprojects Ltd.,295.1,316.4,24,10,37.4,27.5,19.0,0,Pending,2,-0.6,0,0,50
NH-1870,Roads,Himalayan Infra Engineering,1102.9,1143.5,48,26,58.3,41.8,67.0,1,Disputed,0,-2.1,0,1,68
NH-1871,Roads,Tata Projects Ltd.,487.0,551.0,18,10,60.5,49.2,12.9,2,Clear,3,7.0,1,0,75
NH-1872,Roads,Ganga Construction Co.,449.6,478.7,48,24,57.3,44.6,33.7,2,Pending,1,2.5,0,1,61
NH-1873,Roads,Apex Bullet Infra Ltd.,436.7,505.4,18,7,36.7,27.1,16.9,1,Clear,4,6.9,1,0,69
NH-1874,Roads,Larsen & Toubro Infra,1270.7,1417.8,36,32,85.2,68.1,101.2,1,Clear,4,0.2,1,1,79
BR-1875,Bridges,Patel Engineering,967.3,1099.9,48,39,81.1,64.6,82.4,0,Clear,4,12.4,1,1,86
NH-1876,Roads,Shivalik Infraprojects Ltd.,534.6,587.5,36,31,89.5,68.3,108.9,1,Pending,2,11.0,1,1,94
BR-1877,Bridges,Ganga Construction Co.,886.2,949.1,36,15,41.8,29.6,112.0,2,Clear,0,5.6,0,1,78
BR-1878,Bridges,NCC Infrastructure,1308.8,1420.1,36,30,82.7,69.0,105.9,0,Clear,2,-2.8,1,1,63
NH-1879,Roads,Desert Sun Powergrid JV,626.9,699.0,30,22,75.5,57.9,16.4,1,Disputed,2,4.3,1,1,87
PW-1880,Power,Patel Engineering,1003.1,1091.9,42,10,21.4,6.2,76.9,1,Pending,0,7.1,1,1,77
NH-1881,Roads,Vindhya Powergrid Ltd.,928.4,975.1,30,20,65.1,48.6,92.7,1,Pending,0,1.7,0,1,67
PW-1882,Power,Tata Projects Ltd.,623.1,627.9,18,6,34.1,31.9,27.3,0,Pending,0,4.5,0,0,31
NH-1883,Roads,Omkar Roadways Ltd.,1410.2,1456.7,30,7,21.5,15.8,12.5,2,Clear,1,2.7,0,0,46
BR-1884,Bridges,Apex Bullet Infra Ltd.,856.6,881.0,36,9,24.0,20.6,24.0,1,Clear,1,-2.6,0,0,32
PW-1885,Power,Bharat Rail Consortium,764.0,802.3,18,10,54.2,41.7,65.1,0,Pending,1,0.2,0,1,55
NH-1886,Roads,Himalayan Infra Engineering,1013.1,1180.9,60,43,70.2,53.5,27.5,2,Pending,2,11.5,1,1,93
NH-1887,Roads,Larsen & Toubro Infra,883.0,942.5,30,22,73.5,63.4,13.1,1,Pending,0,3.7,0,0,53
RW-1888,Railways,Bharat Rail Consortium,462.2,465.2,36,8,24.9,13.4,14.4,1,Pending,0,1.4,0,0,44
BR-1889,Bridges,NCC Infrastructure,815.5,855.4,42,33,73.6,58.7,104.1,1,Pending,0,-1.3,0,1,63
PW-1890,Power,Afcons Infrastructure,745.1,768.7,18,10,59.8,59.8,31.5,0,Clear,1,0.2,0,0,20
PW-1891,Power,Afcons Infrastructure,659.3,677.4,48,35,74.8,59.0,11.6,2,Disputed,0,6.0,0,1,73
RW-1892,Railways,Patel Engineering,894.8,894.8,36,29,80.0,75.9,21.7,1,Clear,0,-1.1,0,0,29
RW-1893,Railways,Omkar Roadways Ltd.,919.0,959.0,30,9,33.0,28.2,25.4,1,Clear,1,6.0,0,0,35
PW-1894,Power,Vindhya Powergrid Ltd.,1112.0,1164.7,36,15,39.7,20.7,139.5,0,Pending,0,1.9,0,1,72
RW-1895,Railways,Ganga Construction Co.,283.9,295.7,30,13,43.8,43.8,14.8,1,Clear,0,-1.0,0,0,25
NH-1896,Roads,Shivalik Infraprojects Ltd.,646.0,711.8,36,10,29.5,2.7,96.3,0,Disputed,1,3.1,1,1,93
NH-1897,Roads,Vindhya Powergrid Ltd.,669.0,729.1,24,23,93.9,82.2,14.2,2,Pending,1,9.0,1,1,68
PW-1898,Power,Dilip Buildcon Ltd.,978.6,1030.7,30,26,86.5,72.2,13.4,0,Disputed,0,1.3,0,1,57
RW-1899,Railways,NCC Infrastructure,872.1,991.5,30,27,92.2,72.4,27.3,1,Disputed,2,8.9,1,1,95
NH-1900,Roads,Ganga Construction Co.,851.3,923.3,24,14,66.0,57.7,15.8,1,Pending,1,3.4,1,0,54
RW-1901,Railways,Desert Sun Powergrid JV,1035.0,1145.7,30,12,37.1,17.1,103.5,2,Clear,2,5.2,1,1,83
NH-1902,Roads,Tata Projects Ltd.,909.8,971.0,18,12,68.2,56.2,11.9,1,Disputed,1,-2.2,0,1,63
PW-1903,Power,Patel Engineering,696.0,698.0,36,19,51.8,50.8,21.7,0,Clear,0,-4.8,0,0,19
NH-1904,Roads,NCC Infrastructure,530.9,607.3,48,34,69.5,47.5,84.6,2,Pending,2,7.6,1,1,95
RW-1905,Railways,Ganga Construction Co.,913.8,1019.6,36,8,25.6,10.0,102.4,2,Clear,1,10.3,1,1,90
RW-1906,Railways,Omkar Roadways Ltd.,877.4,932.5,36,26,65.4,59.5,28.8,1,Pending,0,9.1,0,0,53
NH-1907,Roads,Dilip Buildcon Ltd.,918.2,965.3,42,32,75.8,70.7,22.0,0,Clear,2,3.4,0,0,38
NH-1908,Roads,Omkar Roadways Ltd.,552.1,564.8,42,30,74.3,66.0,32.6,1,Clear,0,4.0,0,0,39
NH-1909,Roads,Ganga Construction Co.,885.6,939.4,30,12,45.3,32.1,28.6,1,Pending,1,4.8,0,1,60
NH-1910,Roads,Larsen & Toubro Infra,668.6,757.4,36,28,83.5,74.5,17.6,1,Clear,4,0.6,1,1,61
NH-1911,Roads,Vindhya Powergrid Ltd.,653.7,706.0,36,19,52.9,28.5,128.4,1,Disputed,0,6.1,1,1,92
NH-1912,Roads,Vindhya Powergrid Ltd.,537.8,588.5,18,12,64.7,56.0,13.2,0,Pending,2,8.3,1,0,59
RW-1913,Railways,Tata Projects Ltd.,1164.0,1206.2,36,27,77.3,75.0,18.8,2,Clear,1,-0.6,0,0,34
RW-1914,Railways,Ganga Construction Co.,1514.1,1514.1,36,20,54.3,47.9,32.0,0,Pending,0,0.1,0,0,33
BR-1915,Bridges,Eastern Rail Infra Pvt. Ltd.,394.2,415.7,24,22,91.6,85.7,13.6,0,Clear,2,4.1,0,0,39
PW-1916,Power,Apex Bullet Infra Ltd.,370.4,396.4,30,12,43.1,34.2,31.8,1,Clear,1,8.2,0,0,51
RW-1917,Railways,Omkar Roadways Ltd.,337.4,365.3,42,17,41.8,35.7,30.5,0,Clear,2,2.7,1,0,45
NH-1918,Roads,Afcons Infrastructure,659.6,724.9,36,14,43.6,32.6,23.7,0,Pending,2,8.5,1,0,64
PW-1919,Power,Shivalik Infraprojects Ltd.,460.6,508.2,18,15,87.4,78.9,11.8,1,Clear,4,1.5,1,1,53
NH-1920,Roads,Bharat Rail Consortium,1355.4,1385.7,30,14,53.0,38.1,11.0,1,Disputed,0,2.3,0,1,64
RW-1921,Railways,Himalayan Infra Engineering,1185.5,1366.5,18,4,22.5,0.5,77.9,1,Disputed,3,2.6,1,1,95
BR-1922,Bridges,Shivalik Infraprojects Ltd.,546.7,621.7,24,16,68.4,60.3,19.3,0,Clear,3,11.7,1,0,67
NH-1923,Roads,Omkar Roadways Ltd.,536.9,622.0,36,15,39.1,29.8,32.0,1,Clear,4,10.1,1,0,78
RW-1924,Railways,Larsen & Toubro Infra,821.0,940.2,30,11,32.5,14.8,12.8,0,Disputed,3,11.8,1,1,95
RW-1925,Railways,Larsen & Toubro Infra,557.6,601.3,36,16,44.8,27.8,19.1,1,Disputed,0,7.0,0,1,81
NH-1926,Roads,Shivalik Infraprojects Ltd.,891.6,1016.4,24,12,52.0,30.3,32.5,1,Disputed,3,3.6,1,1,93
NH-1927,Roads,Himalayan Infra Engineering,372.9,378.4,18,7,44.9,43.5,20.2,0,Clear,0,8.1,0,0,29
BR-1928,Bridges,Vindhya Powergrid Ltd.,947.8,1008.8,36,8,20.1,14.6,10.9,1,Pending,1,8.8,0,0,55
NH-1929,Roads,Apex Bullet Infra Ltd.,519.1,531.4,24,7,30.4,22.2,22.2,1,Pending,1,-3.7,0,0,39
PW-1930,Power,Tata Projects Ltd.,622.3,655.9,24,7,29.6,21.9,33.3,1,Pending,0,3.1,0,0,49
RW-1931,Railways,Larsen & Toubro Infra,347.2,396.7,18,7,42.1,30.0,17.2,2,Clear,5,-1.9,1,1,67
NH-1932,Roads,Apex Bullet Infra Ltd.,713.4,724.6,30,9,30.4,30.4,16.8,1,Clear,0,3.4,0,0,25
RW-1933,Railways,Eastern Rail Infra Pvt. Ltd.,1644.5,1707.5,24,9,38.2,36.5,14.8,0,Clear,2,3.9,0,0,28
BR-1934,Bridges,Bharat Rail Consortium,911.5,1045.7,36,26,70.7,55.1,63.7,0,Pending,3,7.2,1,1,79
PW-1935,Power,Dilip Buildcon Ltd.,825.2,898.3,36,20,56.7,36.2,144.4,0,Pending,1,-1.6,1,1,86
BR-1936,Bridges,NCC Infrastructure,476.6,503.9,30,6,12.9,0.0,18.4,1,Disputed,0,6.9,0,1,68
RW-1937,Railways,Bharat Rail Consortium,899.8,957.8,18,12,71.0,55.0,16.4,0,Disputed,0,7.9,0,1,74
PW-1938,Power,Tata Projects Ltd.,909.0,1053.0,30,7,22.7,0.0,141.8,0,Pending,2,6.2,1,1,95
RW-1939,Railways,Afcons Infrastructure,955.1,1024.5,24,23,95.0,84.5,31.0,2,Clear,1,5.9,0,1,60
NH-1940,Roads,NCC Infrastructure,372.2,384.3,60,51,84.7,81.2,11.9,1,Clear,1,5.6,0,0,38
PW-1941,Power,Ganga Construction Co.,1194.1,1286.3,60,48,80.8,69.0,27.5,1,Clear,0,9.9,0,1,57
BR-1942,Bridges,Larsen & Toubro Infra,778.4,890.4,30,16,51.8,30.8,18.4,2,Disputed,3,3.0,1,1,93
RW-1943,Railways,Larsen & Toubro Infra,507.4,548.8,48,16,34.5,31.0,27.9,0,Clear,2,10.1,1,0,45
NH-1944,Roads,Larsen & Toubro Infra,1145.9,1416.7,30,9,27.5,0.0,118.2,1,Disputed,5,4.8,1,1,95
BR-1945,Bridges,Afcons Infrastructure,334.2,349.4,30,23,83.3,70.3,14.0,0,Disputed,1,5.3,0,1,64
NH-1946,Roads,Vindhya Powergrid Ltd.,1296.2,1444.9,48,45,95.0,82.6,24.1,0,Disputed,4,-5.5,1,1,73
NH-1947,Roads,Vindhya Powergrid Ltd.,494.5,538.8,42,18,43.4,35.8,13.7,0,Pending,3,3.2,1,0,51
RW-1948,Railways,Bharat Rail Consortium,797.5,922.0,36,15,33.7,21.2,26.1,0,Pending,5,1.6,1,1,69
BR-1949,Bridges,Dilip Buildcon Ltd.,431.3,486.4,60,21,36.5,15.9,146.3,1,Clear,3,4.8,1,1,95
PW-1950,Power,Afcons Infrastructure,1289.2,1289.2,36,14,39.8,35.6,19.8,1,Pending,0,-1.3,0,0,30
NH-1951,Roads,Dilip Buildcon Ltd.,623.2,673.3,30,12,38.0,13.6,117.3,1,Pending,1,10.0,1,1,95
BR-1952,Bridges,Afcons Infrastructure,1121.1,1207.4,42,12,29.2,24.2,25.9,0,Pending,3,-4.6,0,0,44
NH-1953,Roads,Vindhya Powergrid Ltd.,753.6,797.9,36,28,77.5,71.9,16.3,1,Pending,0,4.1,0,0,45
NH-1954,Roads,Eastern Rail Infra Pvt. Ltd.,852.4,892.0,30,20,63.1,58.9,20.7,1,Clear,1,2.3,0,0,37
NH-1955,Roads,Omkar Roadways Ltd.,771.0,847.2,48,11,18.4,4.7,125.3,1,Clear,0,8.7,1,1,83
NH-1956,Roads,Bharat Rail Consortium,651.7,674.6,18,14,76.5,63.1,24.6,0,Disputed,0,2.1,0,1,57
NH-1957,Roads,Larsen & Toubro Infra,713.4,775.2,30,9,31.0,22.1,19.6,0,Pending,4,1.3,1,0,55
NH-1958,Roads,Vindhya Powergrid Ltd.,447.7,447.7,24,4,14.7,9.8,16.3,0,Pending,0,7.9,0,0,39
NH-1959,Roads,Bharat Rail Consortium,707.8,739.0,36,6,12.0,0.0,100.6,1,Clear,1,0.3,0,1,59
NH-1960,Roads,Tata Projects Ltd.,353.8,386.5,60,38,61.3,50.9,72.1,0,Pending,1,7.7,1,0,64
BR-1961,Bridges,Omkar Roadways Ltd.,1702.9,1877.2,42,22,54.0,32.0,121.2,2,Clear,0,18.8,1,1,95
NH-1962,Roads,NCC Infrastructure,1015.8,1193.3,48,42,90.9,77.4,10.5,1,Clear,5,3.7,1,1,79
NH-1963,Roads,Afcons Infrastructure,425.5,501.9,30,12,43.9,21.4,123.7,1,Clear,2,16.5,1,1,95
PW-1964,Power,Desert Sun Powergrid JV,1097.8,1123.5,18,9,54.2,40.4,98.6,2,Clear,0,2.5,0,1,59
BR-1965,Bridges,Afcons Infrastructure,632.3,693.2,24,13,52.9,31.8,93.4,0,Disputed,1,-8.0,1,1,86
BR-1966,Bridges,Shivalik Infraprojects Ltd.,512.1,596.7,30,25,81.4,62.6,120.6,0,Clear,2,14.6,1,1,95
BR-1967,Bridges,Dilip Buildcon Ltd.,1039.8,1195.4,48,41,86.5,69.5,132.7,1,Clear,5,1.5,1,1,85
NH-1968,Roads,Vindhya Powergrid Ltd.,304.4,341.7,36,20,53.6,33.3,19.6,0,Disputed,4,1.9,1,1,90
RW-1969,Railways,Afcons Infrastructure,767.2,870.3,24,4,11.5,0.0,141.6,0,Clear,5,1.2,1,0,77
RW-1970,Railways,Eastern Rail Infra Pvt. Ltd.,493.3,525.0,36,26,76.9,62.0,84.3,2,Clear,0,10.3,0,1,78
RW-1971,Railways,Omkar Roadways Ltd.,580.9,589.8,36,16,44.8,44.8,15.1,0,Clear,0,1.4,0,0,19
PW-1972,Power,Vindhya Powergrid Ltd.,385.8,425.1,24,5,13.3,0.0,18.1,0,Disputed,1,5.7,1,1,72
BR-1973,Bridges,Omkar Roadways Ltd.,1070.4,1164.0,48,18,33.9,23.2,10.5,2,Clear,2,6.8,1,0,63
PW-1974,Power,Desert Sun Powergrid JV,982.4,1107.1,30,16,52.0,46.2,10.8,0,Clear,4,0.3,1,0,50
NH-1975,Roads,Afcons Infrastructure,724.8,806.3,42,34,86.0,73.1,25.5,1,Pending,1,8.0,1,1,73
BR-1976,Bridges,Eastern Rail Infra Pvt. Ltd.,971.6,993.2,30,5,19.3,7.0,53.8,2,Clear,0,7.3,0,1,55
RW-1977,Railways,Desert Sun Powergrid JV,2354.0,2443.6,24,19,81.4,67.4,26.7,0,Disputed,0,7.1,0,1,64
PW-1978,Power,Desert Sun Powergrid JV,773.3,835.8,36,11,33.2,10.3,79.0,2,Pending,0,10.9,1,1,93
NH-1979,Roads,Bharat Rail Consortium,1101.0,1253.5,36,29,80.7,70.1,11.3,0,Pending,3,8.6,1,1,75
BR-1980,Bridges,Tata Projects Ltd.,776.4,833.8,24,5,20.6,15.7,28.6,1,Clear,0,8.3,0,0,49
BR-1981,Bridges,Dilip Buildcon Ltd.,1204.1,1324.5,24,14,59.6,51.0,31.4,2,Pending,2,4.5,1,0,66
BR-1982,Bridges,Shivalik Infraprojects Ltd.,806.0,891.5,30,21,69.9,56.7,25.0,0,Pending,3,-3.0,1,1,61
NH-1983,Roads,Patel Engineering,503.9,571.9,24,7,34.0,0.6,128.1,2,Disputed,1,9.7,1,1,95
NH-1984,Roads,Omkar Roadways Ltd.,814.7,923.9,30,17,63.0,51.3,12.5,1,Pending,4,5.3,1,0,74
NH-1985,Roads,Bharat Rail Consortium,594.4,674.9,18,11,62.4,51.9,24.8,1,Clear,3,8.5,1,0,73
RW-1986,Railways,Vindhya Powergrid Ltd.,1138.6,1246.0,36,33,89.7,65.4,132.4,1,Disputed,0,-3.1,1,1,90
PW-1987,Power,Patel Engineering,492.6,540.7,30,20,63.9,47.2,26.7,1,Disputed,0,9.1,1,1,81
BR-1988,Bridges,Larsen & Toubro Infra,796.0,842.5,36,29,81.7,67.0,20.7,2,Pending,0,14.8,0,1,72
RW-1989,Railways,Shivalik Infraprojects Ltd.,723.6,814.9,36,23,66.7,55.8,19.2,1,Clear,5,6.6,1,0,70
NH-1990,Roads,Himalayan Infra Engineering,1229.2,1410.0,36,7,16.8,0.0,128.4,2,Pending,3,10.8,1,1,94
NH-1991,Roads,Omkar Roadways Ltd.,455.3,455.3,18,5,23.5,15.9,31.9,1,Pending,0,3.7,0,0,40
PW-1992,Power,Patel Engineering,671.4,723.0,30,27,92.4,71.1,147.7,1,Clear,0,2.0,0,1,85
RW-1993,Railways,Desert Sun Powergrid JV,1209.8,1288.5,24,16,66.0,57.9,12.7,1,Pending,0,5.4,0,0,48
PW-1994,Power,Shivalik Infraprojects Ltd.,432.2,458.5,60,50,79.9,60.5,146.5,0,Pending,1,-2.4,0,1,80
RW-1995,Railways,Shivalik Infraprojects Ltd.,295.9,333.7,36,21,52.8,37.0,10.9,1,Pending,3,9.7,1,1,80
PW-1996,Power,Eastern Rail Infra Pvt. Ltd.,669.7,699.4,60,24,41.4,33.0,75.0,0,Pending,0,-0.4,0,0,48
RW-1997,Railways,Bharat Rail Consortium,860.2,985.9,42,16,40.6,30.9,16.0,1,Pending,3,7.5,1,0,75
NH-1998,Roads,Afcons Infrastructure,525.7,549.7,18,6,37.8,29.7,33.3,1,Pending,1,-1.0,0,0,46
NH-1999,Roads,Desert Sun Powergrid JV,796.2,879.1,48,8,18.4,0.0,33.9,1,Disputed,0,10.9,1,1,91
NH-2000,Roads,Ganga Construction Co.,312.9,346.9,36,14,37.2,16.3,110.0,1,Pending,2,4.5,1,1,91
NH-2001,Roads,Tata Projects Ltd.,915.5,947.7,48,36,72.6,61.6,30.8,2,Pending,0,2.8,0,1,54
RW-2002,Railways,Patel Engineering,799.2,805.4,18,10,57.0,50.6,71.4,0,Clear,0,-7.2,0,0,35
RW-2003,Railways,Eastern Rail Infra Pvt. Ltd.,564.2,648.2,30,24,77.5,48.7,70.6,2,Disputed,1,11.2,1,1,95
PW-2004,Power,Vindhya Powergrid Ltd.,1134.8,1170.1,48,13,23.5,9.8,10.9,2,Pending,0,3.1,0,1,53
NH-2005,Roads,Desert Sun Powergrid JV,542.9,687.3,24,14,62.4,29.3,139.3,2,Pending,5,16.0,1,1,95
NH-2006,Roads,Dilip Buildcon Ltd.,596.4,605.6,36,29,84.2,80.9,22.0,0,Pending,0,6.2,0,0,33
BR-2007,Bridges,Ganga Construction Co.,415.2,430.4,24,9,38.0,20.1,10.7,2,Disputed,0,3.7,0,1,74
NH-2008,Roads,Ganga Construction Co.,760.1,809.6,36,29,79.8,71.1,53.4,1,Clear,0,6.9,0,1,53
BR-2009,Bridges,NCC Infrastructure,695.2,731.4,24,14,62.4,49.2,30.3,2,Pending,0,9.0,0,1,69
NH-2010,Roads,Patel Engineering,2041.0,2173.7,24,13,57.3,44.4,64.0,1,Clear,0,7.4,0,1,64
RW-2011,Railways,Shivalik Infraprojects Ltd.,990.8,1105.0,36,24,69.1,58.1,18.6,2,Clear,1,13.2,1,0,70
NH-2012,Roads,Desert Sun Powergrid JV,655.2,671.8,24,8,28.2,20.3,29.8,0,Pending,1,-3.9,0,0,34
RW-2013,Railways,Tata Projects Ltd.,1542.6,1640.1,24,14,58.9,49.8,21.9,1,Pending,1,5.9,0,0,54
PW-2014,Power,Dilip Buildcon Ltd.,1211.4,1384.0,36,28,87.1,60.1,97.4,1,Disputed,1,14.4,1,1,95
BR-2015,Bridges,Vindhya Powergrid Ltd.,726.2,770.1,30,16,52.7,41.6,67.8,0,Pending,0,-2.9,0,0,50
RW-2016,Railways,Ganga Construction Co.,968.3,1004.8,30,21,68.2,56.2,120.7,1,Clear,0,6.3,0,1,66
RW-2017,Railways,Dilip Buildcon Ltd.,549.5,565.9,30,12,38.3,26.9,57.0,2,Pending,0,2.0,0,0,53
RW-2018,Railways,Afcons Infrastructure,817.1,951.2,30,23,79.7,52.5,137.3,1,Clear,5,1.4,1,1,95
NH-2019,Roads,Afcons Infrastructure,1026.1,1046.3,36,14,35.4,35.4,16.1,0,Clear,0,1.9,0,0,27
PW-2020,Power,Bharat Rail Consortium,937.1,969.2,48,35,73.6,66.2,27.7,0,Pending,1,-7.0,0,0,41
RW-2021,Railways,Afcons Infrastructure,995.7,1105.1,36,25,69.4,61.8,22.8,0,Clear,5,0.9,1,0,52
BR-2022,Bridges,Ganga Construction Co.,536.2,568.8,60,23,38.9,31.7,13.5,0,Pending,0,12.1,0,0,53
PW-2023,Power,Himalayan Infra Engineering,535.8,578.6,18,8,44.8,33.5,24.8,2,Pending,0,11.1,1,0,72
PW-2024,Power,Vindhya Powergrid Ltd.,226.5,257.7,18,5,29.7,9.9,25.9,1,Disputed,3,2.9,1,1,92
BR-2025,Bridges,NCC Infrastructure,409.4,449.6,24,20,82.3,63.8,23.6,1,Disputed,2,0.3,1,1,85
BR-2026,Bridges,Patel Engineering,466.7,512.6,36,28,80.2,55.9,140.2,1,Pending,0,1.3,1,1,92
RW-2027,Railways,Afcons Infrastructure,821.8,904.6,36,34,87.8,73.7,27.8,1,Pending,3,-5.1,1,1,63
RW-2028,Railways,Bharat Rail Consortium,1460.5,1630.8,48,43,95.0,81.8,13.8,2,Clear,3,10.9,1,1,77
NH-2029,Roads,Tata Projects Ltd.,762.5,834.1,30,7,22.7,11.9,78.7,0,Pending,1,8.2,1,0,68
NH-2030,Roads,Omkar Roadways Ltd.,1165.9,1220.5,30,24,81.2,62.2,134.1,0,Pending,0,-1.1,0,1,77
PW-2031,Power,Himalayan Infra Engineering,551.7,646.1,42,19,44.3,22.6,83.8,1,Pending,4,7.5,1,1,95
BR-2032,Bridges,Desert Sun Powergrid JV,736.8,769.9,24,12,52.2,39.6,79.7,1,Clear,1,3.4,0,1,59
NH-2033,Roads,Ganga Construction Co.,789.2,825.1,60,24,38.0,31.3,24.2,2,Clear,2,-5.3,0,0,43
BR-2034,Bridges,Omkar Roadways Ltd.,874.9,997.8,36,29,78.1,56.3,137.1,1,Pending,3,4.7,1,1,95
NH-2035,Roads,Tata Projects Ltd.,796.8,890.0,24,20,80.4,63.1,126.3,0,Clear,4,-0.5,1,1,81
RW-2036,Railways,Ganga Construction Co.,417.5,438.3,24,11,46.5,35.8,80.9,0,Pending,1,-0.4,0,0,57
BR-2037,Bridges,Shivalik Infraprojects Ltd.,398.3,477.6,36,31,83.5,67.3,14.7,2,Pending,4,7.0,1,1,94
BR-2038,Bridges,NCC Infrastructure,751.0,828.7,30,17,55.3,31.2,104.8,2,Pending,2,3.7,1,1,95
BR-2039,Bridges,Desert Sun Powergrid JV,942.1,978.1,24,10,36.3,22.1,109.3,0,Clear,1,-0.3,0,1,58
NH-2040,Roads,Dilip Buildcon Ltd.,658.5,684.0,30,19,65.2,61.1,23.9,2,Clear,1,9.7,0,0,50
PW-2041,Power,Afcons Infrastructure,504.2,570.7,36,12,31.5,23.6,32.5,1,Clear,2,14.7,1,0,68
PW-2042,Power,Bharat Rail Consortium,478.1,542.6,36,22,62.3,45.2,14.0,1,Disputed,4,-2.7,1,1,84
